CHROM	FRAG_START	FRAG_STOP	STRAND	DESCRIPTION	MODEL
Chr1	5310196	5313376	-	"ID=AT1G15460.1-Protein;Name=AT1G15460.1;Derives_from=AT1G15460.1"	AT1G15460.1
Chr1	5315838	5317696	+	"ID=AT1G15470.1-Protein;Name=AT1G15470.1;Derives_from=AT1G15470.1"	AT1G15470.1
Chr1	5318307	5320422	+	"ID=AT1G15480.1-Protein;Name=AT1G15480.1;Derives_from=AT1G15480.1"	AT1G15480.1
Chr1	5320859	5323422	-	"ID=AT1G15490.1-Protein;Name=AT1G15490.1;Derives_from=AT1G15490.1"	AT1G15490.1
Chr1	5326426	5328688	+	"ID=AT1G15500.1-Protein;Name=AT1G15500.1;Derives_from=AT1G15500.1"	AT1G15500.1
Chr1	5329111	5331711	+	"ID=AT1G15510.1-Protein;Name=AT1G15510.1;Derives_from=AT1G15510.1"	AT1G15510.1
Chr1	5331993	5338175	-	"ID=AT1G15520.1-Protein;Name=AT1G15520.1;Derives_from=AT1G15520.1"	AT1G15520.1
Chr1	5339961	5341931	-	"ID=AT1G15530.1-Protein;Name=AT1G15530.1;Derives_from=AT1G15530.1"	AT1G15530.1
Chr1	5342587	5343705	+	"ID=AT1G15540.1-Protein;Name=AT1G15540.1;Derives_from=AT1G15540.1"	AT1G15540.1
Chr1	5344569	5346078	-	"ID=AT1G15550.1-Protein;Name=AT1G15550.1;Derives_from=AT1G15550.1"	AT1G15550.1
Chr1	5363034	5365218	+	"ID=AT1G15570.1-Protein;Name=AT1G15570.1;Derives_from=AT1G15570.1"	AT1G15570.1
Chr1	5365764	5366460	-	"ID=AT1G15580.1-Protein;Name=AT1G15580.1;Derives_from=AT1G15580.1"	AT1G15580.1
Chr1	5367374	5368232	+	"ID=AT1G15590.1-Protein;Name=AT1G15590.1;Derives_from=AT1G15590.1"	AT1G15590.1
Chr1	5367374	5368232	+	"ID=AT1G15590.2-Protein;Name=AT1G15590.2;Derives_from=AT1G15590.2"	AT1G15590.2
Chr1	5368923	5369761	+	"ID=AT1G15600.1-Protein;Name=AT1G15600.1;Derives_from=AT1G15600.1"	AT1G15600.1
Chr1	5370793	5371679	+	"ID=AT1G15610.1-Protein;Name=AT1G15610.1;Derives_from=AT1G15610.1"	AT1G15610.1
Chr1	5370793	5371679	+	"ID=AT1G15610.2-Protein;Name=AT1G15610.2;Derives_from=AT1G15610.2"	AT1G15610.2
Chr1	5373553	5374476	+	"ID=AT1G15620.1-Protein;Name=AT1G15620.1;Derives_from=AT1G15620.1"	AT1G15620.1
Chr1	5376988	5377938	+	"ID=AT1G15630.1-Protein;Name=AT1G15630.1;Derives_from=AT1G15630.1"	AT1G15630.1
Chr1	5379077	5380027	+	"ID=AT1G15640.1-Protein;Name=AT1G15640.1;Derives_from=AT1G15640.1"	AT1G15640.1
Chr1	5381230	5385057	+	"ID=AT1G15660.1-Protein;Name=AT1G15660.1;Derives_from=AT1G15660.1"	AT1G15660.1
Chr1	5390119	5391198	+	"ID=AT1G15670.1-Protein;Name=AT1G15670.1;Derives_from=AT1G15670.1"	AT1G15670.1
Chr1	5393407	5394639	+	"ID=AT1G15680.1-Protein;Name=AT1G15680.1;Derives_from=AT1G15680.1"	AT1G15680.1
Chr1	5399115	5402185	+	"ID=AT1G15690.1-Protein;Name=AT1G15690.1;Derives_from=AT1G15690.1"	AT1G15690.1
Chr1	5399115	5402185	+	"ID=AT1G15690.2-Protein;Name=AT1G15690.2;Derives_from=AT1G15690.2"	AT1G15690.2
Chr1	5402629	5403789	-	"ID=AT1G15700.1-Protein;Name=AT1G15700.1;Derives_from=AT1G15700.1"	AT1G15700.1
Chr1	5404505	5405581	+	"ID=AT1G15710.1-Protein;Name=AT1G15710.1;Derives_from=AT1G15710.1"	AT1G15710.1
Chr1	5406138	5407310	+	"ID=AT1G15720.1-Protein;Name=AT1G15720.1;Derives_from=AT1G15720.1"	AT1G15720.1
Chr1	5407535	5409937	-	"ID=AT1G15730.1-Protein;Name=AT1G15730.1;Derives_from=AT1G15730.1"	AT1G15730.1
Chr1	5411509	5414544	+	"ID=AT1G15740.1-Protein;Name=AT1G15740.1;Derives_from=AT1G15740.1"	AT1G15740.1
Chr1	5415086	5420359	-	"ID=AT1G15750.1-Protein;Name=AT1G15750.1;Derives_from=AT1G15750.1"	AT1G15750.1
Chr1	5415086	5420359	-	"ID=AT1G15750.2-Protein;Name=AT1G15750.2;Derives_from=AT1G15750.2"	AT1G15750.2
Chr1	5415086	5420359	-	"ID=AT1G15750.3-Protein;Name=AT1G15750.3;Derives_from=AT1G15750.3"	AT1G15750.3
Chr1	5415086	5420359	-	"ID=AT1G15750.4-Protein;Name=AT1G15750.4;Derives_from=AT1G15750.4"	AT1G15750.4
Chr1	5424242	5424576	-	"ID=AT1G15757.1-Protein;Name=AT1G15757.1;Derives_from=AT1G15757.1"	AT1G15757.1
Chr1	5425714	5426322	+	"ID=AT1G15760.1-Protein;Name=AT1G15760.1;Derives_from=AT1G15760.1"	AT1G15760.1
Chr1	5426892	5428215	-	"ID=AT1G15770.1-Protein;Name=AT1G15770.1;Derives_from=AT1G15770.1"	AT1G15770.1
Chr1	5428877	5429232	-	"ID=AT1G15772.1-Protein;Name=AT1G15772.1;Derives_from=AT1G15772.1"	AT1G15772.1
Chr1	5430446	5435921	-	"ID=AT1G15780.1-Protein;Name=AT1G15780.1;Derives_from=AT1G15780.1"	AT1G15780.1
Chr1	5438477	5439820	-	"ID=AT1G15790.1-Protein;Name=AT1G15790.1;Derives_from=AT1G15790.1"	AT1G15790.1
Chr1	5438477	5439820	-	"ID=AT1G15790.2-Protein;Name=AT1G15790.2;Derives_from=AT1G15790.2"	AT1G15790.2
Chr1	5441425	5443584	-	"ID=AT1G15800.1-Protein;Name=AT1G15800.1;Derives_from=AT1G15800.1"	AT1G15800.1
Chr1	5444496	5446271	+	"ID=AT1G15810.1-Protein;Name=AT1G15810.1;Derives_from=AT1G15810.1"	AT1G15810.1
Chr1	5446685	5447676	-	"ID=AT1G15820.1-Protein;Name=AT1G15820.1;Derives_from=AT1G15820.1"	AT1G15820.1
Chr1	5448149	5448529	-	"ID=AT1G15825.1-Protein;Name=AT1G15825.1;Derives_from=AT1G15825.1"	AT1G15825.1
Chr1	5448726	5450177	+	"ID=AT1G15830.1-Protein;Name=AT1G15830.1;Derives_from=AT1G15830.1"	AT1G15830.1
Chr1	5451723	5452123	+	"ID=AT1G15840.1-Protein;Name=AT1G15840.1;Derives_from=AT1G15840.1"	AT1G15840.1
Chr1	5453245	5454088	-	"ID=AT1G15850.1-Protein;Name=AT1G15850.1;Derives_from=AT1G15850.1"	AT1G15850.1
Chr1	5455055	5456741	+	"ID=AT1G15860.1-Protein;Name=AT1G15860.1;Derives_from=AT1G15860.1"	AT1G15860.1
Chr1	5455055	5456741	+	"ID=AT1G15860.2-Protein;Name=AT1G15860.2;Derives_from=AT1G15860.2"	AT1G15860.2
Chr1	5455055	5456741	+	"ID=AT1G15860.3-Protein;Name=AT1G15860.3;Derives_from=AT1G15860.3"	AT1G15860.3
Chr1	5457153	5458245	+	"ID=AT1G15870.1-Protein;Name=AT1G15870.1;Derives_from=AT1G15870.1"	AT1G15870.1
Chr1	5458718	5460089	-	"ID=AT1G15880.1-Protein;Name=AT1G15880.1;Derives_from=AT1G15880.1"	AT1G15880.1
Chr1	5460550	5461095	+	"ID=AT1G15885.1-Protein;Name=AT1G15885.1;Derives_from=AT1G15885.1"	AT1G15885.1
Chr1	5461406	5463961	+	"ID=AT1G15890.1-Protein;Name=AT1G15890.1;Derives_from=AT1G15890.1"	AT1G15890.1
Chr1	5464356	5464697	+	"ID=AT1G15900.1-Protein;Name=AT1G15900.1;Derives_from=AT1G15900.1"	AT1G15900.1
Chr1	5465951	5468723	+	"ID=AT1G15910.1-Protein;Name=AT1G15910.1;Derives_from=AT1G15910.1"	AT1G15910.1
Chr1	5469962	5470822	+	"ID=AT1G15920.1-Protein;Name=AT1G15920.1;Derives_from=AT1G15920.1"	AT1G15920.1
Chr1	5469962	5470822	+	"ID=AT1G15920.2-Protein;Name=AT1G15920.2;Derives_from=AT1G15920.2"	AT1G15920.2
Chr1	5471702	5472741	+	"ID=AT1G15930.1-Protein;Name=AT1G15930.1;Derives_from=AT1G15930.1"	AT1G15930.1
Chr1	5471702	5472741	+	"ID=AT1G15930.2-Protein;Name=AT1G15930.2;Derives_from=AT1G15930.2"	AT1G15930.2
Chr1	5473672	5478050	+	"ID=AT1G15940.1-Protein;Name=AT1G15940.1;Derives_from=AT1G15940.1"	AT1G15940.1
Chr1	5478855	5481915	+	"ID=AT1G15950.1-Protein;Name=AT1G15950.1;Derives_from=AT1G15950.1"	AT1G15950.1
Chr1	5478855	5481949	+	"ID=AT1G15950.2-Protein;Name=AT1G15950.2;Derives_from=AT1G15950.2"	AT1G15950.2
Chr1	5482202	5485066	-	"ID=AT1G15960.1-Protein;Name=AT1G15960.1;Derives_from=AT1G15960.1"	AT1G15960.1
Chr1	5486544	5488494	-	"ID=AT1G15970.1-Protein;Name=AT1G15970.1;Derives_from=AT1G15970.1"	AT1G15970.1
Chr1	5489314	5491199	+	"ID=AT1G15980.1-Protein;Name=AT1G15980.1;Derives_from=AT1G15980.1"	AT1G15980.1
Chr1	5491304	5493772	-	"ID=AT1G15990.1-Protein;Name=AT1G15990.1;Derives_from=AT1G15990.1"	AT1G15990.1
Chr1	5494576	5495149	+	"ID=AT1G16000.1-Protein;Name=AT1G16000.1;Derives_from=AT1G16000.1"	AT1G16000.1
Chr1	5495462	5497082	-	"ID=AT1G16010.1-Protein;Name=AT1G16010.1;Derives_from=AT1G16010.1"	AT1G16010.1
Chr1	5495462	5497082	-	"ID=AT1G16010.2-Protein;Name=AT1G16010.2;Derives_from=AT1G16010.2"	AT1G16010.2
Chr1	5495462	5497082	-	"ID=AT1G16010.3-Protein;Name=AT1G16010.3;Derives_from=AT1G16010.3"	AT1G16010.3
Chr1	5498633	5501018	+	"ID=AT1G16020.1-Protein;Name=AT1G16020.1;Derives_from=AT1G16020.1"	AT1G16020.1
Chr1	5498633	5501018	+	"ID=AT1G16020.2-Protein;Name=AT1G16020.2;Derives_from=AT1G16020.2"	AT1G16020.2
Chr1	5501396	5501856	-	"ID=AT1G16022.1-Protein;Name=AT1G16022.1;Derives_from=AT1G16022.1"	AT1G16022.1
Chr1	5501505	5501959	+	"ID=AT1G16025.1-Protein;Name=AT1G16025.1;Derives_from=AT1G16025.1"	AT1G16025.1
Chr1	5502386	5504326	-	"ID=AT1G16030.1-Protein;Name=AT1G16030.1;Derives_from=AT1G16030.1"	AT1G16030.1
Chr1	5504747	5506456	+	"ID=AT1G16040.1-Protein;Name=AT1G16040.1;Derives_from=AT1G16040.1"	AT1G16040.1
Chr1	5508563	5511609	+	"ID=AT1G16060.1-Protein;Name=AT1G16060.1;Derives_from=AT1G16060.1"	AT1G16060.1
Chr1	5509083	5511609	+	"ID=AT1G16060.2-Protein;Name=AT1G16060.2;Derives_from=AT1G16060.2"	AT1G16060.2
Chr1	5511899	5513779	-	"ID=AT1G16070.1-Protein;Name=AT1G16070.1;Derives_from=AT1G16070.1"	AT1G16070.1
Chr1	5511899	5513779	-	"ID=AT1G16070.2-Protein;Name=AT1G16070.2;Derives_from=AT1G16070.2"	AT1G16070.2
Chr1	5514394	5515761	+	"ID=AT1G16080.1-Protein;Name=AT1G16080.1;Derives_from=AT1G16080.1"	AT1G16080.1
Chr1	5516259	5517380	+	"ID=AT1G16090.1-Protein;Name=AT1G16090.1;Derives_from=AT1G16090.1"	AT1G16090.1
Chr1	5518381	5520470	+	"ID=AT1G16110.1-Protein;Name=AT1G16110.1;Derives_from=AT1G16110.1"	AT1G16110.1
Chr1	5522639	5524983	+	"ID=AT1G16120.1-Protein;Name=AT1G16120.1;Derives_from=AT1G16120.1"	AT1G16120.1
Chr1	5525634	5528047	+	"ID=AT1G16130.1-Protein;Name=AT1G16130.1;Derives_from=AT1G16130.1"	AT1G16130.1
Chr1	5532415	5534877	+	"ID=AT1G16150.1-Protein;Name=AT1G16150.1;Derives_from=AT1G16150.1"	AT1G16150.1
Chr1	5535973	5538269	+	"ID=AT1G16160.1-Protein;Name=AT1G16160.1;Derives_from=AT1G16160.1"	AT1G16160.1
Chr1	5538874	5539152	-	"ID=AT1G16170.1-Protein;Name=AT1G16170.1;Derives_from=AT1G16170.1"	AT1G16170.1
Chr1	5540905	5542670	+	"ID=AT1G16180.1-Protein;Name=AT1G16180.1;Derives_from=AT1G16180.1"	AT1G16180.1
Chr1	5540905	5542670	+	"ID=AT1G16180.2-Protein;Name=AT1G16180.2;Derives_from=AT1G16180.2"	AT1G16180.2
Chr1	5543267	5545892	+	"ID=AT1G16190.1-Protein;Name=AT1G16190.1;Derives_from=AT1G16190.1"	AT1G16190.1
Chr1	5546352	5547447	-	"ID=AT1G16210.1-Protein;Name=AT1G16210.1;Derives_from=AT1G16210.1"	AT1G16210.1
Chr1	5548653	5550553	+	"ID=AT1G16220.1-Protein;Name=AT1G16220.1;Derives_from=AT1G16220.1"	AT1G16220.1
Chr1	5551041	5552028	-	"ID=AT1G16225.1-Protein;Name=AT1G16225.1;Derives_from=AT1G16225.1"	AT1G16225.1
Chr1	5553467	5554324	-	"ID=AT1G16230.1-Protein;Name=AT1G16230.1;Derives_from=AT1G16230.1"	AT1G16230.1
Chr1	5555183	5556340	-	"ID=AT1G16240.1-Protein;Name=AT1G16240.1;Derives_from=AT1G16240.1"	AT1G16240.1
Chr1	5555183	5556340	-	"ID=AT1G16240.2-Protein;Name=AT1G16240.2;Derives_from=AT1G16240.2"	AT1G16240.2
Chr1	5555193	5556340	-	"ID=AT1G16240.3-Protein;Name=AT1G16240.3;Derives_from=AT1G16240.3"	AT1G16240.3
Chr1	5557214	5558697	+	"ID=AT1G16250.1-Protein;Name=AT1G16250.1;Derives_from=AT1G16250.1"	AT1G16250.1
Chr1	5559708	5562018	-	"ID=AT1G16260.1-Protein;Name=AT1G16260.1;Derives_from=AT1G16260.1"	AT1G16260.1
Chr1	5559708	5562018	-	"ID=AT1G16260.2-Protein;Name=AT1G16260.2;Derives_from=AT1G16260.2"	AT1G16260.2
Chr1	5563890	5568145	+	"ID=AT1G16270.1-Protein;Name=AT1G16270.1;Derives_from=AT1G16270.1"	AT1G16270.1
Chr1	5563890	5568145	+	"ID=AT1G16270.2-Protein;Name=AT1G16270.2;Derives_from=AT1G16270.2"	AT1G16270.2
Chr1	5568482	5570487	-	"ID=AT1G16280.1-Protein;Name=AT1G16280.1;Derives_from=AT1G16280.1"	AT1G16280.1
Chr1	5570938	5573538	-	"ID=AT1G16290.1-Protein;Name=AT1G16290.1;Derives_from=AT1G16290.1"	AT1G16290.1
Chr1	5574433	5577406	+	"ID=AT1G16300.1-Protein;Name=AT1G16300.1;Derives_from=AT1G16300.1"	AT1G16300.1
Chr1	5578435	5580585	+	"ID=AT1G16310.1-Protein;Name=AT1G16310.1;Derives_from=AT1G16310.1"	AT1G16310.1
Chr1	5580951	5581932	+	"ID=AT1G16320.1-Protein;Name=AT1G16320.1;Derives_from=AT1G16320.1"	AT1G16320.1
Chr1	5582387	5587391	-	"ID=AT1G16330.1-Protein;Name=AT1G16330.1;Derives_from=AT1G16330.1"	AT1G16330.1
Chr1	5588123	5590469	-	"ID=AT1G16340.1-Protein;Name=AT1G16340.1;Derives_from=AT1G16340.1"	AT1G16340.1
Chr1	5588123	5590469	-	"ID=AT1G16340.2-Protein;Name=AT1G16340.2;Derives_from=AT1G16340.2"	AT1G16340.2
Chr1	5588123	5590469	-	"ID=AT1G16340.3-Protein;Name=AT1G16340.3;Derives_from=AT1G16340.3"	AT1G16340.3
Chr1	5588123	5590469	-	"ID=AT1G16340.4-Protein;Name=AT1G16340.4;Derives_from=AT1G16340.4"	AT1G16340.4
Chr1	5590951	5592872	+	"ID=AT1G16350.1-Protein;Name=AT1G16350.1;Derives_from=AT1G16350.1"	AT1G16350.1
Chr1	5593493	5595179	-	"ID=AT1G16360.1-Protein;Name=AT1G16360.1;Derives_from=AT1G16360.1"	AT1G16360.1
Chr1	5596762	5598327	+	"ID=AT1G16370.1-Protein;Name=AT1G16370.1;Derives_from=AT1G16370.1"	AT1G16370.1
Chr1	5598453	5601367	-	"ID=AT1G16380.1-Protein;Name=AT1G16380.1;Derives_from=AT1G16380.1"	AT1G16380.1
Chr1	5602921	5604477	+	"ID=AT1G16390.1-Protein;Name=AT1G16390.1;Derives_from=AT1G16390.1"	AT1G16390.1
Chr1	5605231	5607281	+	"ID=AT1G16400.1-Protein;Name=AT1G16400.1;Derives_from=AT1G16400.1"	AT1G16400.1
Chr1	5608862	5611118	+	"ID=AT1G16410.1-Protein;Name=AT1G16410.1;Derives_from=AT1G16410.1"	AT1G16410.1
Chr1	5608862	5610244	+	"ID=AT1G16410.2-Protein;Name=AT1G16410.2;Derives_from=AT1G16410.2"	AT1G16410.2
Chr1	5612304	5613829	-	"ID=AT1G16420.1-Protein;Name=AT1G16420.1;Derives_from=AT1G16420.1"	AT1G16420.1
Chr1	5614632	5615397	+	"ID=AT1G16430.1-Protein;Name=AT1G16430.1;Derives_from=AT1G16430.1"	AT1G16430.1
Chr1	5615841	5617632	+	"ID=AT1G16440.1-Protein;Name=AT1G16440.1;Derives_from=AT1G16440.1"	AT1G16440.1
Chr1	5617811	5619303	+	"ID=AT1G16445.1-Protein;Name=AT1G16445.1;Derives_from=AT1G16445.1"	AT1G16445.1
Chr1	5619848	5621981	-	"ID=AT1G16460.1-Protein;Name=AT1G16460.1;Derives_from=AT1G16460.1"	AT1G16460.1
Chr1	5619848	5622481	-	"ID=AT1G16460.2-Protein;Name=AT1G16460.2;Derives_from=AT1G16460.2"	AT1G16460.2
Chr1	5619848	5621981	-	"ID=AT1G16460.3-Protein;Name=AT1G16460.3;Derives_from=AT1G16460.3"	AT1G16460.3
Chr1	5619848	5621981	-	"ID=AT1G16460.4-Protein;Name=AT1G16460.4;Derives_from=AT1G16460.4"	AT1G16460.4
Chr1	5623122	5625439	+	"ID=AT1G16470.1-Protein;Name=AT1G16470.1;Derives_from=AT1G16470.1"	AT1G16470.1
Chr1	5623122	5625439	+	"ID=AT1G16470.2-Protein;Name=AT1G16470.2;Derives_from=AT1G16470.2"	AT1G16470.2
Chr1	5625843	5628656	-	"ID=AT1G16480.1-Protein;Name=AT1G16480.1;Derives_from=AT1G16480.1"	AT1G16480.1
Chr1	5625742	5628605	-	"ID=AT1G16480.2-Protein;Name=AT1G16480.2;Derives_from=AT1G16480.2"	AT1G16480.2
Chr1	5629859	5630844	-	"ID=AT1G16490.1-Protein;Name=AT1G16490.1;Derives_from=AT1G16490.1"	AT1G16490.1
Chr1	5639079	5639995	+	"ID=AT1G16500.1-Protein;Name=AT1G16500.1;Derives_from=AT1G16500.1"	AT1G16500.1
Chr1	5644784	5645227	-	"ID=AT1G16510.1-Protein;Name=AT1G16510.1;Derives_from=AT1G16510.1"	AT1G16510.1
Chr1	5647605	5647709	-	"ID=AT1G16515.1-Protein;Name=AT1G16515.1;Derives_from=AT1G16515.1"	AT1G16515.1
Chr1	5648904	5650998	+	"ID=AT1G16520.1-Protein;Name=AT1G16520.1;Derives_from=AT1G16520.1"	AT1G16520.1
Chr1	5651470	5652839	-	"ID=AT1G16530.1-Protein;Name=AT1G16530.1;Derives_from=AT1G16530.1"	AT1G16530.1
Chr1	5659465	5665201	+	"ID=AT1G16540.1-Protein;Name=AT1G16540.1;Derives_from=AT1G16540.1"	AT1G16540.1
Chr1	5668945	5670343	+	"ID=AT1G16560.1-Protein;Name=AT1G16560.1;Derives_from=AT1G16560.1"	AT1G16560.1
Chr1	5668945	5670343	+	"ID=AT1G16560.2-Protein;Name=AT1G16560.2;Derives_from=AT1G16560.2"	AT1G16560.2
Chr1	5668945	5670343	+	"ID=AT1G16560.3-Protein;Name=AT1G16560.3;Derives_from=AT1G16560.3"	AT1G16560.3
Chr1	5669234	5670343	+	"ID=AT1G16560.4-Protein;Name=AT1G16560.4;Derives_from=AT1G16560.4"	AT1G16560.4
Chr1	5670763	5673423	-	"ID=AT1G16570.1-Protein;Name=AT1G16570.1;Derives_from=AT1G16570.1"	AT1G16570.1
Chr1	5670763	5673423	-	"ID=AT1G16570.2-Protein;Name=AT1G16570.2;Derives_from=AT1G16570.2"	AT1G16570.2
Chr1	5673886	5674890	+	"ID=AT1G16590.1-Protein;Name=AT1G16590.1;Derives_from=AT1G16590.1"	AT1G16590.1
Chr1	5675925	5678686	-	"ID=AT1G16610.1-Protein;Name=AT1G16610.1;Derives_from=AT1G16610.1"	AT1G16610.1
Chr1	5675925	5678686	-	"ID=AT1G16610.2-Protein;Name=AT1G16610.2;Derives_from=AT1G16610.2"	AT1G16610.2
Chr1	5675925	5678686	-	"ID=AT1G16610.3-Protein;Name=AT1G16610.3;Derives_from=AT1G16610.3"	AT1G16610.3
Chr1	5682212	5684749	-	"ID=AT1G16630.1-Protein;Name=AT1G16630.1;Derives_from=AT1G16630.1"	AT1G16630.1
Chr1	5686763	5687533	+	"ID=AT1G16640.1-Protein;Name=AT1G16640.1;Derives_from=AT1G16640.1"	AT1G16640.1
Chr1	5687994	5691101	+	"ID=AT1G16650.1-Protein;Name=AT1G16650.1;Derives_from=AT1G16650.1"	AT1G16650.1
Chr1	5697846	5699492	+	"ID=AT1G16670.1-Protein;Name=AT1G16670.1;Derives_from=AT1G16670.1"	AT1G16670.1
Chr1	5702930	5705537	+	"ID=AT1G16680.1-Protein;Name=AT1G16680.1;Derives_from=AT1G16680.1"	AT1G16680.1
Chr1	5706458	5709371	+	"ID=AT1G16690.1-Protein;Name=AT1G16690.1;Derives_from=AT1G16690.1"	AT1G16690.1
Chr1	5710012	5711694	+	"ID=AT1G16700.1-Protein;Name=AT1G16700.1;Derives_from=AT1G16700.1"	AT1G16700.1
Chr1	5712469	5713522	+	"ID=AT1G16705.1-Protein;Name=AT1G16705.1;Derives_from=AT1G16705.1"	AT1G16705.1
Chr1	5712469	5713522	+	"ID=AT1G16705.2-Protein;Name=AT1G16705.2;Derives_from=AT1G16705.2"	AT1G16705.2
Chr1	5714692	5721782	+	"ID=AT1G16710.1-Protein;Name=AT1G16710.1;Derives_from=AT1G16710.1"	AT1G16710.1
Chr1	5714692	5721782	+	"ID=AT1G16710.2-Protein;Name=AT1G16710.2;Derives_from=AT1G16710.2"	AT1G16710.2
Chr1	5723161	5726248	+	"ID=AT1G16720.1-Protein;Name=AT1G16720.1;Derives_from=AT1G16720.1"	AT1G16720.1
Chr1	5726617	5727312	-	"ID=AT1G16730.1-Protein;Name=AT1G16730.1;Derives_from=AT1G16730.1"	AT1G16730.1
Chr1	5727773	5728950	+	"ID=AT1G16740.1-Protein;Name=AT1G16740.1;Derives_from=AT1G16740.1"	AT1G16740.1
Chr1	5729221	5731689	-	"ID=AT1G16750.1-Protein;Name=AT1G16750.1;Derives_from=AT1G16750.1"	AT1G16750.1
Chr1	5734234	5737307	+	"ID=AT1G16760.1-Protein;Name=AT1G16760.1;Derives_from=AT1G16760.1"	AT1G16760.1
Chr1	5737900	5739110	+	"ID=AT1G16770.1-Protein;Name=AT1G16770.1;Derives_from=AT1G16770.1"	AT1G16770.1
Chr1	5738135	5739110	+	"ID=AT1G16770.2-Protein;Name=AT1G16770.2;Derives_from=AT1G16770.2"	AT1G16770.2
Chr1	5739468	5743818	-	"ID=AT1G16780.1-Protein;Name=AT1G16780.1;Derives_from=AT1G16780.1"	AT1G16780.1
Chr1	5744638	5745072	+	"ID=AT1G16790.1-Protein;Name=AT1G16790.1;Derives_from=AT1G16790.1"	AT1G16790.1
Chr1	5745523	5755263	-	"ID=AT1G16800.1-Protein;Name=AT1G16800.1;Derives_from=AT1G16800.1"	AT1G16800.1
Chr1	5756150	5756694	+	"ID=AT1G16810.1-Protein;Name=AT1G16810.1;Derives_from=AT1G16810.1"	AT1G16810.1
Chr1	5756150	5756694	+	"ID=AT1G16810.2-Protein;Name=AT1G16810.2;Derives_from=AT1G16810.2"	AT1G16810.2
Chr1	5757199	5758464	-	"ID=AT1G16820.1-Protein;Name=AT1G16820.1;Derives_from=AT1G16820.1"	AT1G16820.1
Chr1	5757199	5758202	-	"ID=AT1G16820.2-Protein;Name=AT1G16820.2;Derives_from=AT1G16820.2"	AT1G16820.2
Chr1	5758877	5760340	+	"ID=AT1G16825.1-Protein;Name=AT1G16825.1;Derives_from=AT1G16825.1"	AT1G16825.1
Chr1	5760793	5762619	+	"ID=AT1G16830.1-Protein;Name=AT1G16830.1;Derives_from=AT1G16830.1"	AT1G16830.1
Chr1	5763111	5763984	-	"ID=AT1G16840.1-Protein;Name=AT1G16840.1;Derives_from=AT1G16840.1"	AT1G16840.1
Chr1	5763499	5763984	-	"ID=AT1G16840.2-Protein;Name=AT1G16840.2;Derives_from=AT1G16840.2"	AT1G16840.2
Chr1	5763111	5763984	-	"ID=AT1G16840.3-Protein;Name=AT1G16840.3;Derives_from=AT1G16840.3"	AT1G16840.3
Chr1	5763111	5763984	-	"ID=AT1G16840.4-Protein;Name=AT1G16840.4;Derives_from=AT1G16840.4"	AT1G16840.4
Chr1	5765062	5765618	-	"ID=AT1G16850.1-Protein;Name=AT1G16850.1;Derives_from=AT1G16850.1"	AT1G16850.1
Chr1	5767516	5767593	+	"ID=AT1G16858.1-Protein;Name=AT1G16858.1;Derives_from=AT1G16858.1"	AT1G16858.1
Chr1	5768280	5770183	+	"ID=AT1G16860.1-Protein;Name=AT1G16860.1;Derives_from=AT1G16860.1"	AT1G16860.1
Chr1	5770964	5773157	-	"ID=AT1G16870.1-Protein;Name=AT1G16870.1;Derives_from=AT1G16870.1"	AT1G16870.1
Chr1	5773796	5776125	+	"ID=AT1G16880.1-Protein;Name=AT1G16880.1;Derives_from=AT1G16880.1"	AT1G16880.1
Chr1	5773796	5775272	+	"ID=AT1G16880.2-Protein;Name=AT1G16880.2;Derives_from=AT1G16880.2"	AT1G16880.2
Chr1	5776550	5777903	-	"ID=AT1G16890.1-Protein;Name=AT1G16890.1;Derives_from=AT1G16890.1"	AT1G16890.1
Chr1	5776550	5778327	-	"ID=AT1G16890.2-Protein;Name=AT1G16890.2;Derives_from=AT1G16890.2"	AT1G16890.2
Chr1	5776550	5778327	-	"ID=AT1G16890.3-Protein;Name=AT1G16890.3;Derives_from=AT1G16890.3"	AT1G16890.3
Chr1	5779262	5782303	-	"ID=AT1G16900.1-Protein;Name=AT1G16900.1;Derives_from=AT1G16900.1"	AT1G16900.1
Chr1	5782546	5783817	-	"ID=AT1G16905.1-Protein;Name=AT1G16905.1;Derives_from=AT1G16905.1"	AT1G16905.1
Chr1	5785373	5785867	+	"ID=AT1G16910.1-Protein;Name=AT1G16910.1;Derives_from=AT1G16910.1"	AT1G16910.1
Chr1	5786762	5787047	-	"ID=AT1G16916.1-Protein;Name=AT1G16916.1;Derives_from=AT1G16916.1"	AT1G16916.1
Chr1	5787489	5789147	-	"ID=AT1G16920.1-Protein;Name=AT1G16920.1;Derives_from=AT1G16920.1"	AT1G16920.1
Chr1	5789987	5791534	+	"ID=AT1G16930.1-Protein;Name=AT1G16930.1;Derives_from=AT1G16930.1"	AT1G16930.1
Chr1	5791983	5793491	+	"ID=AT1G16940.1-Protein;Name=AT1G16940.1;Derives_from=AT1G16940.1"	AT1G16940.1
Chr1	5796083	5796364	+	"ID=AT1G16950.1-Protein;Name=AT1G16950.1;Derives_from=AT1G16950.1"	AT1G16950.1
Chr1	5799998	5800624	+	"ID=AT1G16960.1-Protein;Name=AT1G16960.1;Derives_from=AT1G16960.1"	AT1G16960.1
Chr1	5801159	5805724	-	"ID=AT1G16970.1-Protein;Name=AT1G16970.1;Derives_from=AT1G16970.1"	AT1G16970.1
